"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Borrego-Ruiz, A.; Borrego, J.J.","Borrego-Ruiz, Alejandro (58627401900); Borrego, Juan José (7103195132)","58627401900; 7103195132","A Holistic Review of Cannabis and Its Potential Risks and Benefits in Mental Health","2025","Psychiatry International","6","3","92","","","1","10.3390/psychiatryint6030092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017379572&doi=10.3390%2Fpsychiatryint6030092&partnerID=40&md5=6cf2cdd533f8993946cab02fdc79c3a1","Multidisciplinary Digital Publishing Institute (MDPI)","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105017379572"
"Osborne, K.J.; Barch, D.M.; Jackson, J.J.; Karcher, N.R.","Osborne, Kenneth Juston (57192685146); Barch, Deanna M. (7005559921); Jackson, Joshua J. (25630852600); Karcher, Nicole R. (55073777700)","57192685146; 7005559921; 25630852600; 55073777700","Psychosis Spectrum Symptoms before and after Adolescent Cannabis Use Initiation","2025","JAMA Psychiatry","82","2","","181","190","2","10.1001/jamapsychiatry.2024.3525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218222783&doi=10.1001%2Fjamapsychiatry.2024.3525&partnerID=40&md5=90e6f60a5eb51f05dfcf828d28101aba","American Medical Association","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85218222783"
"Takgbajouah, M.; Krutsik, T.; Betkowski, E.; Fischer, L.; Loiacono, B.; Miller, S.A.; Tran, S.; Neff Greenley, R.; Dennhardt, A.A.; Yurasek, A.; Buscemi, J.","Takgbajouah, Mary (57223666984); Krutsik, Tetyana (60151997900); Betkowski, Elise (59466212000); Fischer, Liam (60141844900); Loiacono, Bernardo (57207829192); Miller, Steven A. (56431744800); Tran, Susan T. (55370290900); Neff Greenley, Rachel (43061434500); Dennhardt, Ashley A. (39560908600); Yurasek, Ali M. (36731691100); Buscemi, Joanna (23011248400)","57223666984; 60151997900; 59466212000; 60141844900; 57207829192; 56431744800; 55370290900; 43061434500; 39560908600; 36731691100; 23011248400","The Impact of the COVID-19 Pandemic on Cannabis Use, Motives, and Reinforcement","2025","Journal of Drug Issues","","","00220426251389783","","","0","10.1177/00220426251389783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019612163&doi=10.1177%2F00220426251389783&partnerID=40&md5=dc0e22d99a44fb1cf499786b37d5f4a4","SAGE Publications Inc.","Article","aip","","Scopus","2-s2.0-105019612163"
"Bhangu, G.K.; Singh, A.; Shah, A.; Malhi, N.","Bhangu, Gurkirat K. (60153389800); Singh, Aakanksha (60153093600); Shah, Avni (60153450300); Malhi, Narpinder Kaur (57219003247)","60153389800; 60153093600; 60153450300; 57219003247","Cannabis Use in Adolescents","2025","Delaware Journal of Public Health","11","3","","","","0","10.32481/djph.2025.09.03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019535755&doi=10.32481%2Fdjph.2025.09.03&partnerID=40&md5=98fe4bf0229923da9157ec813f3244d9","Delaware Academy of Medicine","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105019535755"
"Stevenson, J.; Hill, M.N.; Saah, R.; Kopala-Sibley, D.C.","Stevenson, Jasmine (60065940600); Hill, Matthew Nicholas (7404447458); Saah, Rebecca J. (54929877100); Kopala-Sibley, Daniel C. (35324932200)","60065940600; 7404447458; 54929877100; 35324932200","Understanding Bidirectional Relations Between Adolescent Cannabis Use and Internalizing and Externalizing Symptoms: A Longitudinal Study of Canadian Youth","2025","Journal of Child and Adolescent Substance Use","30","5","","257","271","1","10.1080/29973368.2025.2543706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014126987&doi=10.1080%2F29973368.2025.2543706&partnerID=40&md5=288ccb7ef2be1b1b9a8b60bbcff5ece5","Taylor and Francis Ltd.","Article","Final","","Scopus","2-s2.0-105014126987"
"Carista, A.; Burgio, S.; Manna, O.M.; Picone, D.; Cappello, F.; Bucchieri, F.","Carista, Adelaide (59309551700); Burgio, Stefano (57215580373); Manna, Olga Maria (57215581541); Picone, Domiziana (59308869300); Cappello, Francesco (7005573063); Bucchieri, Fabio (6602968681)","59309551700; 57215580373; 57215581541; 59308869300; 7005573063; 6602968681","Impact of CSE and THC on the Respiratory System Mucosa: Insights on Novel Experimental Models","2024","Journal of Biological Regulators and Homeostatic Agents","38","8","","5653","5667","0","10.23812/j.biol.regul.homeost.agents.20243808.454","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202905291&doi=10.23812%2Fj.biol.regul.homeost.agents.20243808.454&partnerID=40&md5=29ae4a7f60ece6a159cc3024b0e5ad0c","Biolife Publisher","Review","Final","","Scopus","2-s2.0-85202905291"
"Baral, A.; Hanna, F.; Chimoriya, R.; Rana, K.","Baral, Aayush (58958999500); Hanna, Fahad S. (8608586300); Chimoriya, Ritesh (57218336276); Rana, Kritika (57612720700)","58958999500; 8608586300; 57218336276; 57612720700","Cannabis Use and Its Impact on Mental Health in Youth in Australia and the United States: A Scoping Review","2024","Epidemiologia","5","1","","106","121","7","10.3390/epidemiologia5010007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188839148&doi=10.3390%2Fepidemiologia5010007&partnerID=40&md5=87ecc1c296253675869455006aa414a8","Multidisciplinary Digital Publishing Institute (MDPI)","Review","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85188839148"
"Hayaki, J.; Abrantes, A.M.; Anderson, B.; Stein, M.D.","Hayaki, Jumi (6602778383); Abrantes, Ana M. (7003329555); Anderson, Bradley J. (7404262727); Stein, Michael D.Md (57202614892)","6602778383; 7003329555; 7404262727; 57202614892","Chronic Pain and Cannabis Use Frequency, Intensity, and Severity in Young Adults","2024","Substance Use and Misuse","59","4","","576","582","1","10.1080/10826084.2023.2287240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178193841&doi=10.1080%2F10826084.2023.2287240&partnerID=40&md5=781a2d80d3e42ddebecfbc8420eb76ee","Taylor and Francis Ltd.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85178193841"
"Matson, P.A.; Stankov, I.; Krutkova, M.; Flessa, S.; Fichtenberg, C.M.; Ellen, J.M.","Matson, Pamela Ann (36504671800); Stankov, I. (37041680000); Krutkova, Mariya (58199228800); Flessa, Sarah J. (57205672603); Fichtenberg, Caroline M. (6603504070); Ellen, Jonathan Mark (7005124239)","36504671800; 37041680000; 58199228800; 57205672603; 6603504070; 7005124239","Investigating the Relative Influence of Romantic Sex Partners and Close Friends on Adolescent Alcohol and Marijuana Use","2023","Prevention Science","24","4","","676","687","2","10.1007/s11121-023-01536-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153761324&doi=10.1007%2Fs11121-023-01536-y&partnerID=40&md5=30d88f194b16350ab3f58b6ebe070b65","Springer","Article","Final","","Scopus","2-s2.0-85153761324"
"Zainab, A.; Shabbir, D.; Waqar, K.; Mehmood, A.","Zainab, Anika (57670339500); Shabbir, Dania (57222816904); Waqar, Kashaf (57957903400); Mehmood, Asim (58305015300)","57670339500; 57222816904; 57957903400; 58305015300","Consumption of Cannabis: A Risk Factor or a Therapeutic Agent for Patients with Schizophrenia","2023","","","","","249","269","0","10.1007/978-981-19-7022-1_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161252824&doi=10.1007%2F978-981-19-7022-1_15&partnerID=40&md5=1fd1a8973d61e27f2eacedcadd194727","Springer Nature","Book chapter","Final","","Scopus","2-s2.0-85161252824"
"Pittaway, T.; Dantas, J.A.R.","Pittaway, Troy (57236667000); Dantas, Jaya A.R. (23102432500)","57236667000; 23102432500","“I don’t think marijuana counts as a drug”: Drug & alcohol use amongst South Sudanese youth in Australia","2023","Journal of Ethnicity in Substance Abuse","22","3","","571","588","8","10.1080/15332640.2021.1965932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113788663&doi=10.1080%2F15332640.2021.1965932&partnerID=40&md5=facb5b0fe5437f910f70a628cf339a2d","Taylor and Francis Ltd.","Article","Final","","Scopus","2-s2.0-85113788663"
"Kaur, N.; Bastien, G.; Gagnon, L.; Graham, J.; Mongeau-Pérusse, V.; Bakouni, H.; Morissette, F.; Theriault, C.; Fischer, B.; Jutras-Aswad, D.","Kaur, Navdeep (57207941992); Bastien, Gabriel (57216508110); Gagnon, Lea (59028484800); Graham, Johann (59787607400); Mongeau-Pérusse, Violaine (57194466458); Bakouni, Hamzah (57200451217); Morissette, Florence (57220160150); Theriault, Camille (59776775600); Fischer, Benedikt (56603004800); Jutras-Aswad, Didier (26657376300)","57207941992; 57216508110; 59028484800; 59787607400; 57194466458; 57200451217; 57220160150; 59776775600; 56603004800; 26657376300","Variations of cannabis-related adverse mental health and addiction outcomes across adolescence and adulthood: A scoping review","2022","Frontiers in Psychiatry","13","","973988","","","9","10.3389/fpsyt.2022.973988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140318451&doi=10.3389%2Ffpsyt.2022.973988&partnerID=40&md5=44ea473b0a62819bc34002f488152f02","Frontiers Media S.A.","Review","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85140318451"
"Boubeta, A.; García-Couceiro, N.; Gómez, P.; Mallah, N.; Varela Mallou, J.; Flórez-Menéndez, G.; Isorna-Folgar, M.","Boubeta, Antonio Rial (57478891100); García-Couceiro, Nuria (56766084800); Gómez, Patricia (7102044718); Mallah, Narmeen (55856032300); Varela Mallou, Jesús M.F. (7102462040); Flórez-Menéndez, Gerardo (57224137106); Isorna-Folgar, Manuel (57660918000)","57478891100; 56766084800; 7102044718; 55856032300; 7102462040; 57224137106; 57660918000","Psychometric properties of CAST for early detection of problematic cannabis use in Spanish adolescents","2022","Addictive Behaviors","129","","107288","","","15","10.1016/j.addbeh.2022.107288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125143239&doi=10.1016%2Fj.addbeh.2022.107288&partnerID=40&md5=050f6207faf3b3f855cd8d5429968695","Elsevier Ltd","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85125143239"
"D'Amico, E.J.; Rodriguez, A.; Tucker, J.S.; Dunbar, M.S.; Pedersen, E.R.; Seelam, R.","D'Amico, Elizabeth J. (7006485919); Rodriguez, Anthony (57200070210); Tucker, Joan S. (7401465760); Dunbar, Michael S. (8278118200); Pedersen, Eric R. (57217527445); Seelam, Rachana (57193644719)","7006485919; 57200070210; 7401465760; 8278118200; 57217527445; 57193644719","Disparities in functioning from alcohol and cannabis use among a racially/ethnically diverse sample of emerging adults","2022","Drug and Alcohol Dependence","234","","109426","","","17","10.1016/j.drugalcdep.2022.109426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127131222&doi=10.1016%2Fj.drugalcdep.2022.109426&partnerID=40&md5=c1e26030d2cc86ad341fb32864e2daae","Elsevier Ireland Ltd","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85127131222"
"Allen, J.P.; Danoff, J.S.; Costello, M.A.; Hunt, G.L.; Hellwig, A.F.; Krol, K.M.; Gregory, S.G.; Giamberardino, S.N.; Sugden, K.; Connelly, J.J.","Allen, Joseph P. (7406424269); Danoff, Joshua S. (57221778093); Costello, Meghan A. (57211939544); Hunt, Gabrielle L. (57467685500); Hellwig, Amanda F. (57467685600); Krol, Kathleen M. (56498850200); Gregory, Simon G. (7201489554); Giamberardino, Stephanie Nicole (57200389828); Sugden, Karen (36765392300); Connelly, Jessica J. (7101698740)","7406424269; 57221778093; 57211939544; 57467685500; 57467685600; 56498850200; 7201489554; 57200389828; 36765392300; 7101698740","Lifetime marijuana use and epigenetic age acceleration: A 17-year prospective examination","2022","Drug and Alcohol Dependence","233","","109363","","","23","10.1016/j.drugalcdep.2022.109363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125261544&doi=10.1016%2Fj.drugalcdep.2022.109363&partnerID=40&md5=2b3360bb1f7c16d7101c92ceecf0b47e","Elsevier Ireland Ltd","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85125261544"
