"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Bhamani, A.; Sobani, Z. A.; Baqir, M.; Bham, N.S.; Beg, M.A.; Fistein, E.","Bhamani, Amyn (58987647800); Sobani, Zain A. (36542966100); Baqir, Maryam (55083493800); Bham, Nida Shahab (55081306400); Beg, Mohammad Asim (8729233100); Fistein, Elizabeth C. (26323617800)","58987647800; 36542966100; 55083493800; 55081306400; 8729233100; 26323617800","Mental health in the wake of flooding in Pakistan: An ongoing humanitarian crisis","2012","Journal of the College of Physicians and Surgeons Pakistan","22","1","","66","68","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862325900&partnerID=40&md5=c62027c289af5e7700501386cedf2950","","Note","Final","","Scopus","2-s2.0-84862325900"
"Turgut, A.; Turgut, T.","Turgut, Adnan (55068818000); Turgut, Tevfik (55066316300)","55068818000; 55066316300","Floods and drowning incidents by floods","2012","World Applied Sciences Journal","16","8","","1158","1162","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857936672&partnerID=40&md5=7b6e4d1e8961649c5bc3807373b7c3b6","","Article","Final","","Scopus","2-s2.0-84857936672"
"Stratta, P.; Capanna, C.; Riccardi, I.; Carmassi, C.; Piccinnì, A.; Dell’Osso, L.; Rossi, A.","Stratta, Paolo (7102156856); Capanna, Cristina (8319405200); Riccardi, Ilaria (24171508600); Carmassi, Claudia (23388353800); Piccinnì, Armando (6603019496); Dell’Osso, Liliana D. (7102452448); Rossi, Alessandro (35448786900)","7102156856; 8319405200; 24171508600; 23388353800; 6603019496; 7102452448; 35448786900","Suicidal intention and negative spiritual coping one year after the earthquake of L'Aquila (Italy)","2012","Journal of Affective Disorders","136","3","","1227","1231","59","10.1016/j.jad.2011.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857358543&doi=10.1016%2Fj.jad.2011.10.006&partnerID=40&md5=e973dcf02c4e5e72a157a0db30208b91","","Article","Final","","Scopus","2-s2.0-84857358543"
"Bartels, S.A.; VanRooyen, M.J.","Bartels, Susan Andrea (57210995470); VanRooyen, Michael J. (57218274914)","57210995470; 57218274914","Medical complications associated with earthquakes","2012","The Lancet","379","9817","","748","757","207","10.1016/S0140-6736(11)60887-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857656774&doi=10.1016%2FS0140-6736%2811%2960887-8&partnerID=40&md5=38a98e0cfa2440dc0d6e4b2cc744a780","Elsevier B.V.","Review","Final","","Scopus","2-s2.0-84857656774"
"Barr, W.","Barr, Wally (56260344700)","56260344700","They also serve who only stand and wait: Suicide in wartime civilian populations","2011","","","","","63","71","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892949878&partnerID=40&md5=86d432ae6dc7060e54791ecf8a6dc2d3","Nova Science Publishers, Inc.","Book chapter","Final","","Scopus","2-s2.0-84892949878"
"Paul, B.K.","Paul, Bimal Kanti (7202710676)","7202710676","Environmental Hazards and Disasters: Contexts, Perspectives and Management","2011","","","","","1","322","4","10.1002/9781119979616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983467146&doi=10.1002%2F9781119979616&partnerID=40&md5=c395b355cf04a48c03781bcc9bae4ff1","Wiley Blackwell","Book","Final","","Scopus","2-s2.0-84983467146"
"Paul, B.K.","Paul, Bimal Kanti (7202710676)","7202710676","Environmental Hazards and Disasters: Contexts, Perspectives and Management","2011","","","","","","","92","10.1002/9781119979616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891564493&doi=10.1002%2F9781119979616&partnerID=40&md5=b47fef237403b34a8918a416fed19bf7","John Wiley and Sons","Book","Final","","Scopus","2-s2.0-84891564493"
"Johnson, B.R.; Connolly, E.; Carter, T.S.","Johnson, Brian R. (55474582600); Connolly, Eric J. (55763170800); Carter, Timothy S. (35335889800)","55474582600; 55763170800; 35335889800","Corporate social responsibility: The role of Fortune 100 companies in domestic and international natural disasters","2011","Corporate Social Responsibility and Environmental Management","18","6","","352","369","84","10.1002/csr.253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255189582&doi=10.1002%2Fcsr.253&partnerID=40&md5=425f5943101b1b0ad203a59176e8f323","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-81255189582"
"Taylor, O.D.","Taylor, Ozietta D. (36053946600)","36053946600","Adolescent depression as a contributing factor to the development of substance use disorders","2011","Journal of Human Behavior in the Social Environment","21","6","","696","710","25","10.1080/10911359.2011.583519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052167196&doi=10.1080%2F10911359.2011.583519&partnerID=40&md5=12bd19fdfe846dd45d67a59e45eb404b","","Article","Final","","Scopus","2-s2.0-80052167196"
"Hutter, H.-P.; Kundi, M.; Moshammer, H.; Haas, W.; Weisz, U.; Niederkrotenthaler, T.; Wallner, P.","Hutter, Hans Peter (7006968221); Kundi, Michael (26643440000); Moshammer, Hanns Michael (7003889705); Haas, Willi (23976021400); Weisz, Ulli (36806982800); Niederkrotenthaler, Thomas (16304838000); Wallner, Peter (7003988131)","7006968221; 26643440000; 7003889705; 23976021400; 36806982800; 16304838000; 7003988131","Adaptation measures to reduce climate change-induced health risks in Austria: Focus on extreme weather events; Anpassungsmaßnahmen zur Reduktion von klimawandelinduzierten Gesundheitsrisiken in Österreich: Schwerpunkt Extremwetterereignisse","2011","Pravention und Gesundheitsforderung","6","3","","164","171","3","10.1007/s11553-010-0292-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961173687&doi=10.1007%2Fs11553-010-0292-8&partnerID=40&md5=06682e67f7573d6357dcc2e40b34b0de","","Article","Final","","Scopus","2-s2.0-79961173687"
"Gonçalves, L.R.C.; Gonçalves, E.; de Oliveira, L.B.","Gonçalves, Ludmilla R.C. (54795042300); Gonçalves, Eduardo (35172847400); de Oliveira, Lourival Batista (54794975200)","54795042300; 35172847400; 54794975200","Spatial and socio-economic determinants of suicide in Brazil: A regional approach; Determinantes espaciais e socioeconômicos do suicídio no brasil: Uma abordagem regional","2011","Nova Economia","21","2","","281","316","23","10.1590/S0103-63512011000200005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555204823&doi=10.1590%2FS0103-63512011000200005&partnerID=40&md5=9d87c62113c8e0443b4c6a1ce3b5dc99","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84555204823"
"Pérez-García, J.C.; Rivera Acuña, C.; Soto-Vega, E.; Muñoz-Pérez, M.J.","Pérez-García, Juan Carlos (36114636000); Rivera Acuña, Claudia (43461919800); Soto-Vega, Elena (56000738700); Muñoz-Pérez, María José (55536913400)","36114636000; 43461919800; 56000738700; 55536913400","Major depressive disorder in children and adolescents; Trastorno depresivo mayor en niños y adolescentes","2011","Revista Mexicana de Neurociencia","12","3","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960504878&partnerID=40&md5=058d4edc69cf212c52dc59a174a71079","","Review","Final","","Scopus","2-s2.0-79960504878"
"Paul, B.K.; Rahman, M.K.; Rakshit, B.C.","Paul, Bimal Kanti (7202710676); Rahman, Munshi Khaledur (37012855800); Rakshit, Bankim Chandra (37012807600)","7202710676; 37012855800; 37012807600","Post-Cyclone Sidr illness patterns in coastal Bangladesh: An empirical study","2011","Natural Hazards","56","3","","841","852","35","10.1007/s11069-010-9595-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951725439&doi=10.1007%2Fs11069-010-9595-5&partnerID=40&md5=076e0189bfca0a11f8fc915f9cef0bf4","Kluwer Academic Publishers","Article","Final","","Scopus","2-s2.0-79951725439"
"Ganz, D.; Sher, L.","Ganz, Debora (35102024400); Sher, Leo M.D. (7102003907)","35102024400; 7102003907","Comorbid features of suicidal behavior, depression and alcohol abuse","2010","","","","","497","511","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870010451&partnerID=40&md5=73d1a187ab0ded05ec9cf66d85af946a","Nova Science Publishers, Inc.","Book chapter","Final","","Scopus","2-s2.0-84870010451"
"Nomura, A.; Honda, S.; Hayakawa, H.; Amarasinghe, S.; Aoyagi, K.","Nomura, Ayumi (57205830526); Honda, Sumihisa (7402362145); Hayakawa, Hajime (45761104300); Amarasinghe, Sarath (57196751886); Aoyagi, Kiyoshi (7202825260)","57205830526; 7402362145; 45761104300; 57196751886; 7202825260","Post-traumatic stress disorder among senior victims of tsunami-affected areas in southern Sri Lanka","2010","Acta Medica Nagasakiensia","55","1","","41","46","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960131778&partnerID=40&md5=d379af3ec1369fdfd90168ea8cc73c7b","","Article","Final","","Scopus","2-s2.0-79960131778"
"Tang, T.-C.; Yen, C.-F.; Cheng, C.-P.; Yang, P.; Chen, C.-S.; Yang, R.-C.; Huang, M.-S.; Jong, Y.-J.; Yu, H.-S.","Tang, Tze Chun (10439660400); Yen, Chengfang (7202149068); Cheng, Chung-Ping (56603481300); Yang, Pincheng Chen (7403932138); Chen, Chengsheng (35728420900); Yang, Rei Cheng (34868781800); Huang, Mingshyan (56440518700); Jong, Yuh Jyh (57223677748); Yu, Hsinsu (7405854653)","10439660400; 7202149068; 56603481300; 7403932138; 35728420900; 34868781800; 56440518700; 57223677748; 7405854653","Suicide risk and its correlate in adolescents who experienced typhoon-induced mudslides: A structural equation model","2010","Depression and Anxiety","27","12","","1143","1148","59","10.1002/da.20748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650033578&doi=10.1002%2Fda.20748&partnerID=40&md5=cdcc778b8bf8ac525c6fd1373cb05d80","","Article","Final","","Scopus","2-s2.0-78650033578"
"Khan, M.M.","Khan, Murad Moosa (7410315009)","7410315009","Commentary: When the cameras disappear: Acute stress and suicide","2010","International Journal of Epidemiology","39","6","dyq242","1484","1485","1","10.1093/ije/dyq242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649795822&doi=10.1093%2Fije%2Fdyq242&partnerID=40&md5=d5d8f0e5d5d0e63ff706d730e1c7cca2","","Note","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-78649795822"
"Hyodo, K.; Nakamura, K.; Oyama, M.; Yamazaki, O.; Nakagawa, I.; Ishigami, K.; Tsuchiya, Y.; Yamamoto, M.","Hyodo, Keiko (23135427900); Nakamura, Kazutoshi (7406772257); Oyama, Mari (57203380097); Yamazaki, Osamu (35313134900); Nakagawa, Izumi (35311589600); Ishigami, Kazuo (15019497000); Tsuchiya, Yasuo (35325707100); Yamamoto, Masaharu (36047887900)","23135427900; 7406772257; 57203380097; 35313134900; 35311589600; 15019497000; 35325707100; 36047887900","Long-term suicide mortality rates decrease in men and increase in women after the Niigata-Chuetsu Earthquake in Japan","2010","Tohoku Journal of Experimental Medicine","220","2","","149","155","37","10.1620/tjem.220.149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949426272&doi=10.1620%2Ftjem.220.149&partnerID=40&md5=3db43a509ed861a53404ec60d3b92547","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77949426272"
"Schiraldi, G.R.; Jackson, T.K.; Brown, S.L.; Jordan, J.B.","Schiraldi, Glenn R. (6701789655); Jackson, Theresa K. (37026184000); Brown, Stephen L. (55757780684); Jordan, Jessica B. (59287526000)","6701789655; 37026184000; 55757780684; 59287526000","Resilience training for functioning adults: Program description and preliminary findings from a pilot investigation","2010","International Journal of Emergency Mental Health","12","2","","117","130","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649413496&partnerID=40&md5=d176a3565d81af6fe91f46280852cc07","","Article","Final","","Scopus","2-s2.0-78649413496"
"Henstra, D.","Henstra, Daniel (15727921600)","15727921600","Evaluating local government emergency management programs: What framework should public managers adopt?","2010","Public Administration Review","70","2","","236","246","149","10.1111/j.1540-6210.2010.02130.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949514367&doi=10.1111%2Fj.1540-6210.2010.02130.x&partnerID=40&md5=0a2bdb9909826c60fa25eb920f8d7efd","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77949514367"
"Barr, W.","Barr, Wally (56260344700)","56260344700","They also serve who only stand and wait: Suicide in wartime civilian populations","2010","","","","","63","72","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048653687&partnerID=40&md5=5aa9be194a9892b9bf76a6d572e19184","Nova Science Publishers, Inc.","Book chapter","Final","","Scopus","2-s2.0-85048653687"
"Zebrowski, E.; Howard, J.A.","Zebrowski, Ernest (57675527700); Howard, Judith A. (56382580900)","57675527700; 56382580900","Category 5: The story of camille lessons unlearned from America's most violent hurricane","2010","","9780472025879","","","1","276","18","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917664824&partnerID=40&md5=22e4a32aee35a948e8afb6861c248087","University of Michigan Press","Book","Final","","Scopus","2-s2.0-84917664824"
"Horseman, A.M.; MacKenzie, A.R.; Chipperfield, M.P.","Horseman, Andrew M. (24778163100); MacKenzie, A. Rob (7202711754); Chipperfield, Martyn P. (7004402705)","24778163100; 7202711754; 7004402705","Tracers and traceability: Implementing the cirrus parameterisation from LACM in the TOMCAT/SLIMCAT chemistry transport model as an example of the application of quality assurance to legacy models","2010","Geoscientific Model Development","3","1","","189","203","0","10.5194/gmd-3-189-2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891561777&doi=10.5194%2Fgmd-3-189-2010&partnerID=40&md5=2c5859cf594f3819e7c980ed9e044fb5","Copernicus GmbH info@copernicus.org","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84891561777"
"Bonanno, G.A.; Brewin, C.R.; Kaniasty, K.; la Greca, A.M.","Bonanno, George A. (7101685888); Brewin, Chris Ray (7006656085); Kaniasty, Krzysztof Z. (6603617624); la Greca, Annette Marie (7006768841)","7101685888; 7006656085; 6603617624; 7006768841","Weighing the costs of disaster: Consequences, risks, and resilience in individuals, families, and communities","2010","Psychological Science in the Public Interest","11","1","","1","49","1047","10.1177/1529100610387086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953239958&doi=10.1177%2F1529100610387086&partnerID=40&md5=612dcc0152b13b288d99974dace9b718","","Article","Final","","Scopus","2-s2.0-79953239958"
"McMichael, A.J.; Ranmuthugala, G.","McMichael, Anthony J. (57203046736); Ranmuthugala, Geetha (8855540100)","57203046736; 8855540100","Global Climate Change and Human Health","2009","Globalization and Health","","","","","","0","10.1093/acprof:oso/9780195172997.003.0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920429655&doi=10.1093%2Facprof%3Aoso%2F9780195172997.003.0005&partnerID=40&md5=b0b5e1a57f27e9603c2b7e76e01afe97","Oxford University Press","Book chapter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84920429655"
"Phillips, B.D.; Fordham, M.","Phillips, Brenda D. (14323847800); Fordham, Maureen H. (53263569800)","14323847800; 53263569800","Introduction","2009","","","","","1","23","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083631466&partnerID=40&md5=e7b5613fb6ad8fa8d6c8b8542c070457","Taylor and Francis","Editorial","Final","","Scopus","2-s2.0-85083631466"
"Ganz, D.; Sher, L.","Ganz, Debora (35102024400); Sher, Leo M.D. (7102003907)","35102024400; 7102003907","Suicidal behavior in adolescents with comorbid depression and alcohol abuse","2009","Minerva Pediatrica","61","3","","333","347","33","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67749093210&partnerID=40&md5=1ace132d890c0276d98aa8194e5bd1d0","","Review","Final","","Scopus","2-s2.0-67749093210"
"Rodrigo, A.; McQjillin, A.; Pimm, J.","Rodrigo, Asiri (7005923018); McQjillin, Andrew (26537724300); Pimm, Jonathan (57205450168)","7005923018; 26537724300; 57205450168","Effect of the 2004 tsunami on suicide rates in Sri Lanka","2009","Psychiatric Bulletin","33","5","","179","180","16","10.1192/pb.bp.108.020743","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649143919&doi=10.1192%2Fpb.bp.108.020743&partnerID=40&md5=30ffaa1149ba2c5cecb24b7a18daf68e","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-65649143919"
"Nishio, A.; Akazawa, K.; Shibuya, F.; Abe, R.; Nushida, H.; Ueno, Y.; Nishimura, A.; Shioiri, T.","Nishio, Akihiro (56511379800); Akazawa, Kouhei (55656563100); Shibuya, Futoshi (26422576700); Abe, Ryo (36784752900); Nushida, Hideyuki (6603390655); Ueno, Yasuhiro (35430726500); Nishimura, Akiyoshi (7201525090); Shioiri, Toshiki (55930584100)","56511379800; 55656563100; 26422576700; 36784752900; 6603390655; 35430726500; 7201525090; 55930584100","Influence on the suicide rate two years after a devastating disaster: A report from the 1995 Great Hanshin-Awaji Earthquake","2009","Psychiatry and Clinical Neurosciences","63","2","","247","250","60","10.1111/j.1440-1819.2009.01942.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949216953&doi=10.1111%2Fj.1440-1819.2009.01942.x&partnerID=40&md5=4e9260753c7df39a48a124cd1ee5f146","","Article","Final","","Scopus","2-s2.0-62949216953"
"Keim, M.E.","Keim, Mark E. (7006026197)","7006026197","Building Human Resilience. The Role of Public Health Preparedness and Response As an Adaptation to Climate Change","2008","American Journal of Preventive Medicine","35","5","","508","516","342","10.1016/j.amepre.2008.08.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53249107627&doi=10.1016%2Fj.amepre.2008.08.022&partnerID=40&md5=fb57796c94a2e96727d362043c202a02","","Review","Final","","Scopus","2-s2.0-53249107627"
"Aten, J.D.; Madson, M.B.; Rice, A.; Chamberlain, A.K.","Aten, Jamie D. (16244056300); Madson, Michael B. (6603781794); Rice, Alon (52763789100); Chamberlain, Amy K. (57225815788)","16244056300; 6603781794; 52763789100; 57225815788","Postdisaster Supervisor Strategies for Promoting Supervisee Self-Care: Lessons Learned From Hurricane Katrina","2008","Training and Education in Professional Psychology","2","2","","75","82","10","10.1037/1931-3918.2.2.75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51349120551&doi=10.1037%2F1931-3918.2.2.75&partnerID=40&md5=b37d5a1ddd5a497f2b3040ddb0cabe4f","","Article","Final","","Scopus","2-s2.0-51349120551"
"Lahad, M.","Lahad, Mooli (6506506196)","6506506196","Post traumatic responses in disasters: A community perspective","2008","","","","","33","46","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954677937&partnerID=40&md5=3a0a703d788b7bc9b8557a8de4b6505e","Nova Science Publishers, Inc.","Book chapter","Final","","Scopus","2-s2.0-77954677937"
"Howard, J.A.","Howard, Judith A. (24537045800)","24537045800","Home at the mouth of the Mississippi","2008","Southern Cultures","14","2","","69","88","0","10.1353/scu.0.0003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60950549700&doi=10.1353%2Fscu.0.0003&partnerID=40&md5=2a8222e173c6fc301c54dafb1de982aa","University of North Carolina Press john_mcleod@unc.edu","Review","Final","","Scopus","2-s2.0-60950549700"
"Liaw, Y.-P.; Wang, P.-W.; Huang, C.-C.; Chang, C.-M.; Lee, W.-C.","Liaw, Yung Po (7202451037); Wang, Powen (56141832600); Huang, Chiuchin (55552046300); Chang, Chiaming (57154860600); Lee, Wen-Chung (7407090559)","7202451037; 56141832600; 55552046300; 57154860600; 7407090559","The suicide mortality rates between 1997-1998 and 2000-2001 in Nantou County of Taiwan following the earthquake of September 21 in 1999","2008","Journal of Forensic Sciences","53","1","","199","202","17","10.1111/j.1556-4029.2008.00592.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049120752&doi=10.1111%2Fj.1556-4029.2008.00592.x&partnerID=40&md5=1b9ec977acdec5fad6ca60f35da2abb9","","Article","Final","","Scopus","2-s2.0-39049120752"
"Ekşi, A.; Braun, K.L.; Ertem-Vehid, H.; Peykerli, G.; Bahçıvan Saydam, R.; Toparlak, D.; Alyanak, B.","Ekşi, Aysel (21833413300); Braun, Kathryn Lenzner (7103287615); Ertem-Vehid, Hayriye (15070295500); Peykerli, Gulcan (21834601000); Bahçıvan Saydam, Reyhan (12754166100); Toparlak, Derya (6507778746); Alyanak, Behiye (6506163620)","21833413300; 7103287615; 15070295500; 21834601000; 12754166100; 6507778746; 6506163620","Risk factors for the development of PTSD and depression among child and adolescent victims following a 7.4 magnitude earthquake","2007","International Journal of Psychiatry in Clinical Practice","11","3","","190","199","90","10.1080/13651500601017548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548815687&doi=10.1080%2F13651500601017548&partnerID=40&md5=9f458a25a97259efd56cd591009e11b2","","Article","Final","","Scopus","2-s2.0-34548815687"
"Rezaeian, M.","Rezaeian, Mohsen (15053682700)","15053682700","Epidemiological approaches to disasters and emergencies within the Middle East region","2007","Middle East Journal of Emergency Medicine","7","2","","54","56","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38549172111&partnerID=40&md5=23a7f4ad2ca91985beab12a132476547","","Review","Final","","Scopus","2-s2.0-38549172111"
"Coleman, L.; Helsloot, I.","Coleman, Les (56220781200); Helsloot, Ira (12783254200)","56220781200; 12783254200","On the need for quantifying corporate crises and other man-made disasters","2007","Journal of Contingencies and Crisis Management","15","3","","119","122","4","10.1111/j.1468-5973.2007.00520.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548010784&doi=10.1111%2Fj.1468-5973.2007.00520.x&partnerID=40&md5=16e3acc9e3cc9dab587a72f8548aefe6","","Editorial","Final","","Scopus","2-s2.0-34548010784"
"Benmelech, E.; Berrebi, C.","Benmelech, Efraim (23003701200); Berrebi, Claude (56287561000)","23003701200; 56287561000","Human capital and the productivity of suicide bombers","2007","Journal of Economic Perspectives","21","3","","223","238","120","10.1257/jep.21.3.223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248940339&doi=10.1257%2Fjep.21.3.223&partnerID=40&md5=8e2a4fcbb06bff8b50c87c5af319b6cd","","Review","Final","","Scopus","2-s2.0-36248940339"
"Larrance, R.; Anastario, M.; Lawry, L.","Larrance, Ryan (16239419300); Anastario, Michael P. (23501460000); Lawry, Lynn L. (19337299300)","16239419300; 23501460000; 19337299300","Health Status Among Internally Displaced Persons in Louisiana and Mississippi Travel Trailer Parks","2007","Annals of Emergency Medicine","49","5","","590","e12","86","10.1016/j.annemergmed.2006.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247337332&doi=10.1016%2Fj.annemergmed.2006.12.004&partnerID=40&md5=4274cc28556b7b3ec36ff499868ce181","Mosby Inc.","Article","Final","","Scopus","2-s2.0-34247337332"
"Helminen, M.; Saarela, E.; Salmela, J.","Helminen, Merja E. (6603805316); Saarela, Elina (37001305000); Salmela, J. (49762058400)","6603805316; 37001305000; 49762058400","Characterisation of patients treated at the Red Cross field hospital in Kashmir during the first three weeks of operation","2006","Emergency Medicine Journal","23","8","","654","656","42","10.1136/emj.2006.036012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748072742&doi=10.1136%2Femj.2006.036012&partnerID=40&md5=c9b9a6b90605113cb1ec948c8b0c0e47","","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-33748072742"
"Nishikiori, N.; Abe, T.; Costa, D.G.M.; Dharmaratne, S.D.; Kunii, O.; Moji, K.","Nishikiori, Nobuyuki (12345159600); Abe, Tomoko (36965920600); Costa, Dehiwala G.M. (12345012600); Dharmaratne, Samath Dhamminda (57216324802); Kunii, Osamu (7005674587); Moji, Kazuhiko (7003508343)","12345159600; 36965920600; 12345012600; 57216324802; 7005674587; 7003508343","Who died as a result of the tsunami? - Risk factors of mortality among internally displaced persons in Sri Lanka: A retrospective cohort analysis","2006","BMC Public Health","6","","73","","","78","10.1186/1471-2458-6-73","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645800221&doi=10.1186%2F1471-2458-6-73&partnerID=40&md5=31e88248f9abd2ffe153e33f1e068180","","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-33645800221"
"Dolan, M.A.; Krug, S.E.","Dolan, Margaret A. (7202585868); Krug, Steven E. (7006277374)","7202585868; 7006277374","Pediatric disaster preparedness in the wake of Katrina: Lessons to be learned","2006","Clinical Pediatric Emergency Medicine","7","1","","59","66","37","10.1016/j.cpem.2006.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644972245&doi=10.1016%2Fj.cpem.2006.01.004&partnerID=40&md5=d5efa3e0785e40e012ebdc55baa47f74","","Article","Final","","Scopus","2-s2.0-33644972245"
"Keim, M.E.","Keim, Mark E. (7006026197)","7006026197","Cyclones, tsunamis, and human health: The key role of preparedness","2006","Oceanography","19","SPL.ISS. 2","","40","49","27","10.5670/oceanog.2006.62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35948956790&doi=10.5670%2Foceanog.2006.62&partnerID=40&md5=c0585d34926ddc44d195dc3762a90b62","Oceanography Society info@tos.org","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-35948956790"
"ESKIN, M.; Akoǧlu, A.; Uygur, B.","ESKIN, MEHMET (6701646872); Akoǧlu, Aybars (15764311200); Uygur, Bülent (56702975700)","6701646872; 15764311200; 56702975700","Traumatic life events and problem solving skills in psychiatric outpatients: Their relationships with suicidal behavior","2006","Turk Psikiyatri Dergisi","17","4","","","","19","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845989103&partnerID=40&md5=6a2d4d58651fe678c063eee5fcaeb94e","Turkish Association of Nervous and Mental Health","Article","Final","","Scopus","2-s2.0-33845989103"
"Sandil, R.","Sandil, Riddhi (14822594600)","14822594600","Cognitive behavioral therapy for adolescent depression: Implications for Asian immigrants in the United States of America","2006","Journal of Child and Adolescent Mental Health","18","1","","27","32","5","10.2989/17280580609486615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747638715&doi=10.2989%2F17280580609486615&partnerID=40&md5=d081a1170576a8b9b5996285cba1faf7","NISC Pty Ltd","Article","Final","","Scopus","2-s2.0-33747638715"
"Yang, C.-H.; Xirasagar, S.; Huang, H.-C.; Huang, Y.-T.; Lin, H.-C.","Yang, Cheming (10143153800); Xirasagar, Sudha (6603009045); Huang, Chungchien (13404770000); Huang, Yutung Tung Anton (57118426900); Lin, Herngching (8588057800)","10143153800; 6603009045; 13404770000; 57118426900; 8588057800","Suicide trends following the Taiwan earthquake of 1999: Empirical evidence and policy implications","2005","Acta Psychiatrica Scandinavica","112","6","","442","448","50","10.1111/j.1600-0447.2005.00603.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944467899&doi=10.1111%2Fj.1600-0447.2005.00603.x&partnerID=40&md5=91cbf9ca8076f36ec5d30fe03e1ae456","","Article","Final","","Scopus","2-s2.0-27944467899"
"Li, X.-L.; Tan, H.-Z.; Li, S.-Q.; Zhou, J.; Liu, A.-Z.; Yang, T.-B.; Sun, Z.-Q.","Li, Xingli (8905026300); Tan, Hongzhuan (8248823300); Li, Shuoqi (27168381900); Zhou, Jia (35228239600); Liu, Aizhong (8215139700); Yang, Tubao (7404656209); Sun, Zhenqiu (13004973500)","8905026300; 8248823300; 27168381900; 35228239600; 8215139700; 7404656209; 13004973500","Years of potential life of residents among different flood areas in Hunan province","2005","Journal of Central South University (Medical Sciences)","30","4","","390","393","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444456931&partnerID=40&md5=2ef1f5abe413afe9bc194b3f0d598a18","","Article","Final","","Scopus","2-s2.0-25444456931"
