"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Mangiò, F.; Pedeliento, G.; Wassler, P.; Williams, N.","Mangiò, Federico (57224403824); Pedeliento, Giuseppe (56038740700); Wassler, Philipp (56270707800); Williams, Nigel L. (55232599000)","57224403824; 56038740700; 56270707800; 55232599000","Discursively negotiating AI: A social representation theory approach to LLM-based chatbots","2025","Technological Forecasting and Social Change","221","","124352","","","0","10.1016/j.techfore.2025.124352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016679829&doi=10.1016%2Fj.techfore.2025.124352&partnerID=40&md5=2d0111deb2dbaf71c7bca7f54e894b91","Elsevier Inc.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105016679829"
"He, G.; Cheng, Y.; Yu, M.; Xu, L.; Chen, L.","He, Guizhen (55255292000); Cheng, Yu (60041068800); Yu, Mingzhao (55777350900); Xu, Li (59815518500); Chen, Long (57203096096)","55255292000; 60041068800; 55777350900; 59815518500; 57203096096","Human dimensions influencing karst landscapes at a World Heritage Site, China","2025","Ecological Frontiers","45","6","","1784","1794","0","10.1016/j.ecofro.2025.07.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013127266&doi=10.1016%2Fj.ecofro.2025.07.010&partnerID=40&md5=339266fd7737b925072342df79ff7aaf","Ecological Society of China","Article","Final","","Scopus","2-s2.0-105013127266"
"Inbar, Y.; Scott, S.E.; Rozin, P.","Inbar, Yoel (26867844000); Scott, Sydney E. (56152558600); Rozin, Paul N. (7005322591)","26867844000; 56152558600; 7005322591","Moral Opposition to Genetically Engineered Food in the United States, France, and Germany","2025","Annals of the New York Academy of Sciences","1552","1","","186","196","0","10.1111/nyas.70079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016127205&doi=10.1111%2Fnyas.70079&partnerID=40&md5=0605df74b9306779699d88048fd239b8","John Wiley and Sons Inc","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105016127205"
"Bonilla, T.","Bonilla, Tabitha (57201744128)","57201744128","The Influence of Partisanship on Assessments of Promise Fulfillment and Accountability","2025","American Political Science Review","119","2","","966","984","3","10.1017/S0003055424000807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200865245&doi=10.1017%2FS0003055424000807&partnerID=40&md5=bd8990cc541205f2f9db9013869b814d","Cambridge University Press","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85200865245"
"Han, J.; Asioli, D.; Zanello, G.; Caputo, V.","Han, Jia (57954323800); Asioli, Daniele (55315122900); Zanello, Giacomo (37073844300); Caputo, Vincenzina (48261045000)","57954323800; 55315122900; 37073844300; 48261045000","Consumer Preferences for Gene-Edited Foods: A Review of the Literature and Discussion of Industry and Policy Implications","2025","Journal of Agricultural Economics","","","","","","0","10.1111/1477-9552.70008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018311235&doi=10.1111%2F1477-9552.70008&partnerID=40&md5=e1ec44bb1e3cda21bdf0bd32dc87aa32","John Wiley and Sons Inc","Article","aip","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105018311235"
"Rollin, B.E.","Rollin, Bernard E. (7102166118)","7102166118","Ethical and Societal Issues Occasioned by Xenotransplantation","2025","","","","","225","244","0","10.1201/9781003652311-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018280091&doi=10.1201%2F9781003652311-8&partnerID=40&md5=06595733d5401876bbe4b7ba9130e894","Jenny Stanford Publishing","Book chapter","Final","","Scopus","2-s2.0-105018280091"
"Spina, D.; Pappalardo, G.; Raimondo, M.; Califano, G.; Di Vita, G.; Caracciolo, F.; D'Amico, M.","Spina, Daniela (57225298525); Pappalardo, G. (57189587562); Raimondo, Maria (57188575462); Califano, Giovanbattista (57358445100); Di Vita, Giuseppe Antonio (57194222042); Caracciolo, Francesco (57200742905); D'Amico, Mario (35721677200)","57225298525; 57189587562; 57188575462; 57358445100; 57194222042; 57200742905; 35721677200","Cultivating trust: public perception of RNAi technologies in agriculture","2025","International Journal of Food Science and Technology","60","1","vvaf066","","","6","10.1093/ijfood/vvaf066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003452075&doi=10.1093%2Fijfood%2Fvvaf066&partnerID=40&md5=63aada2c13011e5003f1ed381597d87d","Oxford University Press","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105003452075"
"McFadden, B.R.; Lusk, J.L.; May, C.; Schlichtig, E.","McFadden, Brandon R. (55966266100); Lusk, Jayson L. (7004997535); May, Caroline (59725033800); Schlichtig, Emily (59724726700)","55966266100; 7004997535; 59725033800; 59724726700","Assessing public opinion about controversial risks: the effects of allowing an escape hatch on internal consistency and validity","2025","Journal of Risk Research","28","1","","47","58","0","10.1080/13669877.2025.2485049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001961174&doi=10.1080%2F13669877.2025.2485049&partnerID=40&md5=2dfcbe497c74624763bc3d50ad8f64f8","Routledge","Article","Final","","Scopus","2-s2.0-105001961174"
"Zhu, B.; Phunthasaen, A.; Rungruengarporn, C.; Pinpak, S.","Zhu, Bing (55195174100); Phunthasaen, Ananya (59496218000); Rungruengarporn, Chainarong (59496094400); Pinpak, Salila (59496094500)","55195174100; 59496218000; 59496094400; 59496094500","Understanding Thai Consumers’ Intentions to Purchase Genetically Modified Foods","2024","Research on World Agricultural Economy","5","4","","217","238","1","10.36956/rwae.v5i4.1298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213797883&doi=10.36956%2Frwae.v5i4.1298&partnerID=40&md5=9847bf04231dba4a509aaa2822393fb3","Nan Yang Academy of Sciences Pte. Ltd","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85213797883"
"Waldhof, G.; Kopp, R.T.","Waldhof, Gabi (57208438996); Kopp, Rita Theresa (59424986200)","57208438996; 59424986200","Our morality tells us what to eat – A systematic review on attitudes towards genetically modified foods","2024","Outlook on Agriculture","53","4","","363","375","3","10.1177/00307270241295398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210153424&doi=10.1177%2F00307270241295398&partnerID=40&md5=a51d7a97136a30bd556ffe27fd7689b7","SAGE Publications Inc.","Article","Final","","Scopus","2-s2.0-85210153424"
"Ramani, A.; Taherabbas, S.; Saji, R.; Bumbadiya, M.; Gandhi, K.; Seth, R.","Ramani, Akshay (58633761700); Taherabbas, Sathiya (58943496100); Saji, Rakendhu (58983921400); Bumbadiya, Mitul R. (57209304863); Gandhi, Kamal (55363089700); Seth, Raman (57200104827)","58633761700; 58943496100; 58983921400; 57209304863; 55363089700; 57200104827","Nanotechnology: An emerging trend in the dairy industry – Applications and future challenges","2024","Food and Humanity","3","","100409","","","1","10.1016/j.foohum.2024.100409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209575458&doi=10.1016%2Fj.foohum.2024.100409&partnerID=40&md5=a800f139a632f685c826e94d594a8f3a","Elsevier B.V.","Review","Final","","Scopus","2-s2.0-85209575458"
"Ma, Q.-P.","Ma, Qingping (7402813682)","7402813682","Biotechnology: Recent developments, emerging trends, and implications for business","2024","","","","","335","355","2","10.4018/979-8-3693-3026-5.ch016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193512862&doi=10.4018%2F979-8-3693-3026-5.ch016&partnerID=40&md5=4802807748218de90da50c61a6deef16","IGI Global","Book chapter","Final","","Scopus","2-s2.0-85193512862"
"Kumar, A.; Kumar, A.; Chauhan, V.; Singh, D.; Vats, C.; Gehlot, R.","Kumar, Ankit (59822069800); Kumar, Abhishek (58688347700); Chauhan, Vivek (59493856300); Singh, Diksha (59221352600); Vats, Chaman (58023177300); Gehlot, Rakesh (24471121400)","59822069800; 58688347700; 59493856300; 59221352600; 58023177300; 24471121400","Nanotechnology in sustainable food packaging","2024","","","","","377","410","1","10.1016/B978-0-443-21428-8.00013-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213514953&doi=10.1016%2FB978-0-443-21428-8.00013-8&partnerID=40&md5=8c1da896a23509514055e307058184ac","Elsevier","Book chapter","Final","","Scopus","2-s2.0-85213514953"
"Boudellioua, I.","Boudellioua, Imane (57190260759)","57190260759","Introduction to genomics-based industrial applications","2024","","","","","385","393","0","10.1016/B978-0-443-18866-4.00014-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203224269&doi=10.1016%2FB978-0-443-18866-4.00014-6&partnerID=40&md5=02a73598107295ed87b566e874647974","Elsevier","Book chapter","Final","","Scopus","2-s2.0-85203224269"
"Al-Mssallem, M.Q.; Al-Khayri, J.M.; Almagthali, B.H.; Abdelkader, H.S.; Alnabbat, K.I.; Sattar, M.N.","Al-Mssallem, Muneera Qassim (6505529279); Al-Khayri, Jameel Mohammed (6601971560); Almagthali, Bashayer H. (59153595600); Abdelkader, Hayam S. (57226444963); Alnabbat, Khadijah I. (57565323300); Sattar, Muhammad Naeem (55378118200)","6505529279; 6601971560; 59153595600; 57226444963; 57565323300; 55378118200","Genetically modified food: Potentiality for food and nutritional security in Saudi Arabia","2024","","","","","359","392","1","10.1007/978-3-031-46704-2_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195013283&doi=10.1007%2F978-3-031-46704-2_16&partnerID=40&md5=1425606ef2a3d079d7cb7e293bacce4c","Springer International Publishing","Book chapter","Final","","Scopus","2-s2.0-85195013283"
"Özgun, B.; Broekel, T.","Özgun, Burcu (57209505092); Broekel, Tom (35274452900)","57209505092; 35274452900","Saved by the news? COVID-19 in German news and its relationship with regional mobility behaviour","2024","Regional Studies","58","2","","365","380","6","10.1080/00343404.2022.2145012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145089365&doi=10.1080%2F00343404.2022.2145012&partnerID=40&md5=a0b413b0a92c5096271b2f6ead829ab3","Routledge","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85145089365"
"Chung, Y.P.; Liu, Y.; Smith, R.","Chung, Y. Peter (7404387630); Liu, Yun (57213171516); Smith, Richard L. (57191379414)","7404387630; 57213171516; 57191379414","Venture Capital Exits and Investments: The Influences of Market Run-up, Market Timing, and Media Attention","2023","Quarterly Journal of Finance","13","4","2350012","","","1","10.1142/S201013922350012X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172677682&doi=10.1142%2FS201013922350012X&partnerID=40&md5=fff790b19cb19df468a5f7f3706720c4","World Scientific","Article","Final","","Scopus","2-s2.0-85172677682"
"Wu, M.; Qiao, F.","Wu, Minrong (58544683000); Qiao, Fangbin (7005620584)","58544683000; 7005620584","Is Chinese consumers' attitude toward genetically modified foods bouncing back?","2023","British Food Journal","125","11","","4199","4213","3","10.1108/BFJ-01-2023-0042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168499976&doi=10.1108%2FBFJ-01-2023-0042&partnerID=40&md5=17237d272e86915bf4c5539a6daaef90","Emerald Publishing","Article","Final","","Scopus","2-s2.0-85168499976"
"Lin, H.; Li, X.; Xu, S.; He, J.; Aziz, N.","Lin, Huiqi (58538043400); Li, Xi (58538362800); Xu, Siyu (57563986000); He, Jun (57236004100); Aziz, Noshaba (57214234595)","58538043400; 58538362800; 57563986000; 57236004100; 57214234595","Effect of cognitive bias on the consumption of broiler products in China; the role of information acquisition channels","2023","British Food Journal","125","11","","4163","4181","1","10.1108/BFJ-10-2022-0917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168150729&doi=10.1108%2FBFJ-10-2022-0917&partnerID=40&md5=18d5846c38f348d1259bb43e1a1f9102","Emerald Publishing","Article","Final","","Scopus","2-s2.0-85168150729"
"Nales, P.; Fischer, A.R.H.","Nales, Paul (58246471100); Fischer, Arnout R. H. (9639971000)","58246471100; 9639971000","Breeding by intervening: Exploring the role of associations and deliberation in consumer acceptance of different breeding techniques","2023","Public Understanding of Science","32","7","","889","906","5","10.1177/09636625231168087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159061404&doi=10.1177%2F09636625231168087&partnerID=40&md5=1f5eeedea1ea5d7192e2ac1e9e05c4cc","SAGE Publications Ltd","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159061404"
"Hu, Y.; House, L.A.; Gao, Z.","Hu, Yang (57220055166); House, Lisa A. (7004693986); Gao, Zhifeng (24075689500)","57220055166; 7004693986; 24075689500","Does Preferred Information Format Affect Consumers’ Willingness to Pay: A Case Study of Orange Juice Produced by Biotechnology","2023","Foods","12","11","2130","","","1","10.3390/foods12112130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163063684&doi=10.3390%2Ffoods12112130&partnerID=40&md5=8af26c403193a74812846cbdd80c1986","MDPI","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85163063684"
"Abdallah Alalwan, A.A.; Abu-Romman, S.; Al-Weshah, G.; Dwivedi, Y.K.; Albanna, H.","Abdallah Alalwan, Ali Abdallah (56667500500); Abu-Romman, Saeid M. (36605833200); Al-Weshah, Ghazi A. (55151462900); Dwivedi, Yogesh K. (35239818900); Albanna, Hanaa (57354195500)","56667500500; 36605833200; 55151462900; 35239818900; 57354195500","Examining the key determinants of the jordanian customer's adoption of genetically modified food","2023","Heliyon","9","6","e16920","","","4","10.1016/j.heliyon.2023.e16920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161306707&doi=10.1016%2Fj.heliyon.2023.e16920&partnerID=40&md5=7b474de78d99e3fb0b0b232e8b7df572","Elsevier Ltd","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85161306707"
"Li, C.; Li, Y.","Li, Chong (58135528200); Li, Yingqi (58136386000)","58135528200; 58136386000","Factors Influencing Public Risk Perception of Emerging Technologies: A Meta-Analysis","2023","Sustainability (Switzerland)","15","5","3939","","","32","10.3390/su15053939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149760203&doi=10.3390%2Fsu15053939&partnerID=40&md5=bca3d21734540e4abf67bc1a379a6e56","MDPI","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85149760203"
"McFadden, B.R.; Rumble, J.N.; Stofer, K.A.; Folta, K.M.; Dyment, M.","McFadden, Brandon R. (55966266100); Rumble, Joy N. (57189293901); Stofer, Kathryn A. (35586657200); Folta, Kevin M. (6701818225); Dyment, Madison A. (58692255500)","55966266100; 57189293901; 35586657200; 6701818225; 58692255500","U.S. Adult Attitudes about Biotechnology and Risk Aversion to Gene Editing","2023","AgBioForum","25","2","","1","12","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176459505&partnerID=40&md5=a1a1c880dfb3ceba6c15ce39b74fc2cd","University of Missouri","Article","Final","","Scopus","2-s2.0-85176459505"
"Das, A.; Mahanta, M.; Pramanik, B.; Purkayastha, S.","Das, Anamika (57216545069); Mahanta, Manisha (57221474113); Pramanik, Biswajit (57217671540); Purkayastha, Shampa (57220205826)","57216545069; 57221474113; 57217671540; 57220205826","Genetically Modified Crops and Crop Species Adapted to Global Warming in Dry Regions","2023","","","","","385","409","7","10.1007/978-981-19-9159-2_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173416965&doi=10.1007%2F978-981-19-9159-2_19&partnerID=40&md5=0f5f60760eeae421b85735aba55ee1f0","Springer Nature","Book chapter","Final","","Scopus","2-s2.0-85173416965"
"Inbar, Y.; Waldhof, G.","Inbar, Yoel (26867844000); Waldhof, Gabi (57208438996)","26867844000; 57208438996","Mitigating Consequence Insensitivity for Genetically Engineered Crops","2023","Journal of Experimental Psychology: Applied","29","3","","584","598","4","10.1037/xap0000451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166362709&doi=10.1037%2Fxap0000451&partnerID=40&md5=93cfaff09608b08f83ea5fe9f225b0cb","American Psychological Association","Article","Final","","Scopus","2-s2.0-85166362709"
"Liu, J.; Han, Z.; Liu, Y.; William, S.","Liu, Jie (57219144945); Han, Ziqiang (57192248578); Liu, Yihong (57200329981); William, Sombo (58149684700)","57219144945; 57192248578; 57200329981; 58149684700","Trust in Government, Perceived Integrity and Food Safety Protective Behavior: The Mediating Role of Risk Perception","2023","International Journal of Public Health","68","","1605432","","","11","10.3389/ijph.2023.1605432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150492186&doi=10.3389%2Fijph.2023.1605432&partnerID=40&md5=92f29bc25afcf79dc64ae6901a8a495a","Frontiers Media S.A.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85150492186"
"Zhang, W.; Zou, J.; Yue, T.","Zhang, Wanyu (57994066000); Zou, Jilin (59122772200); Yue, Tong (57162427500)","57994066000; 59122772200; 57162427500","The implicit and explicit attitudes of Chinese university students towards genetic modification","2022","Frontiers in Psychology","13","","1014395","","","0","10.3389/fpsyg.2022.1014395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143425986&doi=10.3389%2Ffpsyg.2022.1014395&partnerID=40&md5=7616de56e3f74dda4252ea596ccd28ab","Frontiers Media S.A.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85143425986"
"Bhagat, S.; Singh, S.","Bhagat, Stuti (57199062163); Singh, Sanjay Kumar (58556396800)","57199062163; 58556396800","Nanominerals in nutrition: Recent developments, present burning issues and future perspectives","2022","Food Research International","160","","111703","","","20","10.1016/j.foodres.2022.111703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134888757&doi=10.1016%2Fj.foodres.2022.111703&partnerID=40&md5=e75116f5c88a710e0598b7e30344cffe","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85134888757"
"Zhou, Y.; Chen, S.; Wang, T.; Cui, Q.","Zhou, Yexin (57193362742); Chen, Siwei (59447062000); Wang, Tianyu (57202088655); Cui, Qi (57192955587)","57193362742; 59447062000; 57202088655; 57192955587","Does education affect consumers' attitudes toward genetically modified foods? Evidence from China's two rounds of education reforms","2022","China Agricultural Economic Review","14","3","","631","645","5","10.1108/CAER-01-2021-0024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125144194&doi=10.1108%2FCAER-01-2021-0024&partnerID=40&md5=e04be1f6661b12180c816b51e997dd4e","Emerald Group Holdings Ltd.","Article","Final","","Scopus","2-s2.0-85125144194"
"Ali Meerza, S.I.A.; Gulab, S.; Brooks, K.R.; Gustafson, C.R.; Yiannaka, A.","Ali Meerza, Syed Imran (55091038200); Gulab, Sabrina (57704867000); Brooks, Kathleen R. (36477082100); Gustafson, Christopher R. (56978997200); Yiannaka, Amalia (8357242600)","55091038200; 57704867000; 36477082100; 56978997200; 8357242600","U.S. Consumer Attitudes toward Antibiotic Use in Livestock Production","2022","Sustainability (Switzerland)","14","12","7035","","","6","10.3390/su14127035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132192405&doi=10.3390%2Fsu14127035&partnerID=40&md5=ac0eb0774189bfaa900c456db2964e77","MDPI","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85132192405"
"Altay, S.; Schwartz, M.; Hacquin, A.-S.; Allard, A.; Blancke, S.; Mercier, H.","Altay, Sacha (57215824354); Schwartz, Marlène (57456009500); Hacquin, Anne Sophie (57220031750); Allard, Aurélien (57210930804); Blancke, Stefaan (35263834200); Mercier, Hugo (15058239700)","57215824354; 57456009500; 57220031750; 57210930804; 35263834200; 15058239700","Scaling up interactive argumentation by providing counterarguments with a chatbot","2022","Nature Human Behaviour","6","4","","579","592","29","10.1038/s41562-021-01271-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124757796&doi=10.1038%2Fs41562-021-01271-w&partnerID=40&md5=b45d8bf38c6f18d2a695931cb199b4e9","Nature Research","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85124757796"
"Busch, G.; Ryan, E.; Von Keyserlingk, M.A.G.; Weary, D.M.","Busch, Gesa (55927437700); Ryan, Erin B. (39262614400); Von Keyserlingk, Marina Andrea Gräfin (6701413652); Weary, Daniel Martin (7006682969)","55927437700; 39262614400; 6701413652; 7006682969","Citizen views on genome editing: effects of species and purpose","2022","Agriculture and Human Values","39","1","","151","164","46","10.1007/s10460-021-10235-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110432003&doi=10.1007%2Fs10460-021-10235-9&partnerID=40&md5=b352ec3304ef4c54adc4766bd21a0cb8","Springer Science and Business Media B.V.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85110432003"
"Demaria, F.; Zezza, A.","Demaria, Federica (25225406900); Zezza, Annalisa (55193766500)","25225406900; 55193766500","Scientific information and cognitive bias in the case of New Breeding Techniques: exploring Millennials behaviour in Italy","2022","Italian Review of Agricultural Economics","77","2","","41","60","5","10.36253/rea-13676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172873749&doi=10.36253%2Frea-13676&partnerID=40&md5=e9ca3bca1978a6b6a847069a3a66d416","Firenze University Press","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85172873749"
"Zhu, Y.; He, G.; Gao, L.","Zhu, Yina (58031173700); He, Guangxi (57164244600); Gao, Lu (58030662800)","58031173700; 57164244600; 58030662800","Complementarity or substitution? The interaction effects between knowledge and trust on public attitudes toward genetic modification","2022","International Journal of Public Opinion Research","34","3","edac027","","","3","10.1093/ijpor/edac027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144786187&doi=10.1093%2Fijpor%2Fedac027&partnerID=40&md5=327ce01d4d394d21f3a571bd8fbdc799","Oxford University Press","Article","Final","","Scopus","2-s2.0-85144786187"
"Sendhil, R.; Nyika, J.; Yadav, S.; Mackolil, J.; Rama Prashat, G.; Workie, E.; Ragupathy, R.; Ramasundaram, P.","Sendhil, R. (55887028900); Nyika, Joan (57195473612); Yadav, Sheel K. (8948438400); Mackolil, Joby (57209301893); Rama Prashat, G. (56228593700); Workie, Endashaw (57225980597); Ragupathy, Raja (22951533100); Ramasundaram, Palaniswami (57217919348)","55887028900; 57195473612; 8948438400; 57209301893; 56228593700; 57225980597; 22951533100; 57217919348","Genetically modified foods: bibliometric analysis on consumer perception and preference","2022","GM Crops and Food","13","1","","65","85","56","10.1080/21645698.2022.2038525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127905615&doi=10.1080%2F21645698.2022.2038525&partnerID=40&md5=5d690e86f3c395fb21713f7c644bfbc3","Taylor and Francis Ltd.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85127905615"
"De Marchi, E.; Cavaliere, A.; Banterle, A.","De Marchi, Elisa (56376111700); Cavaliere, Alessia (53863283900); Banterle, Alessandro (24464719400)","56376111700; 53863283900; 24464719400","Identifying Motivations for Acceptance of Cisgenic Food: Results from a Randomized Controlled Choice Experiment","2022","Journal of Agricultural and Resource Economics","47","1","","128","144","9","10.22004/ag.econ.309882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127531511&doi=10.22004%2Fag.econ.309882&partnerID=40&md5=aa16003a055fd6aebb0b08bcca513dd6","Colorado State University","Article","Final","","Scopus","2-s2.0-85127531511"
"Thurner, T.; Fursov, K.; Nefedova, A.","Thurner, Thomas Wolfgang (23978154900); Fursov, Konstantin S. (22734005700); Nefedova, Alena Igorevna (57194141727)","23978154900; 22734005700; 57194141727","Early adopters of new transportation technologies: Attitudes of Russia's population towards car sharing, the electric car and autonomous driving","2022","Transportation Research Part A: Policy and Practice","155","","","403","417","31","10.1016/j.tra.2021.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120953238&doi=10.1016%2Fj.tra.2021.11.006&partnerID=40&md5=532a57cc0c97cad5decd75914f33f656","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85120953238"
"Jacobson, N.G.; Thacker, I.; Sinatra, G.M.","Jacobson, Neil G. (57204876673); Thacker, Ian (57205702949); Sinatra, Gale M. (6602528372)","57204876673; 57205702949; 6602528372","Here’s Hoping It’s not Just Text Structure: The Role of Emotions in Knowledge Revision and the Backfire Effect","2022","Discourse Processes","59","1-2","","13","35","18","10.1080/0163853X.2021.1925059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107491156&doi=10.1080%2F0163853X.2021.1925059&partnerID=40&md5=0001eba6e0a438f8cec7206eb4ecc657","Routledge","Letter","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85107491156"
"Szakály, Z.; Kovács, B.; Szakály, M.; Nagy-Pető, D.; Popovics, P.; Kiss, M.","Szakály, Zoltán (35076644500); Kovács, Bence (57210171295); Szakály, Márk (57216976320); Nagy-Pető, Dorka T. (57219970487); Popovics, Péter (56739184300); Kiss, Marietta (57207936999)","35076644500; 57210171295; 57216976320; 57219970487; 56739184300; 57207936999","Consumer acceptance of genetic-based personalized nutrition in Hungary","2021","Genes and Nutrition","16","1","3","","","14","10.1186/s12263-021-00683-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101870136&doi=10.1186%2Fs12263-021-00683-7&partnerID=40&md5=20af39ae201b5a3b4582aff544222bcd","BioMed Central Ltd","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85101870136"
"Houston, A.L.; PytlikZillig, L.M.; Walther, J.C.","Houston, Adam L. (57207549946); PytlikZillig, Lisa M. (23976702000); Walther, Janell C. (57210991549)","57207549946; 23976702000; 57210991549","National weather service data needs for short-term forecasts and the role of unmanned aircraft in filling the gap: Results from a nationwide survey","2021","Bulletin of the American Meteorological Society","102","11","","E2106","E2120","9","10.1175/BAMS-D-20-0183.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119955685&doi=10.1175%2FBAMS-D-20-0183.1&partnerID=40&md5=6c07c22ce4bd3a4564d800f5ab7bdefa","American Meteorological Society","Article","Final","","Scopus","2-s2.0-85119955685"
"Heng, Y.; Yoon, S.; House, L.A.","Heng, Yan (56042197600); Yoon, Sungeun (57277780400); House, Lisa A. (7004693986)","56042197600; 57277780400; 7004693986","Explore consumers’ willingness to purchase biotechnology produced fruit: An international study","2021","Sustainability (Switzerland)","13","22","12882","","","4","10.3390/su132212882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119909853&doi=10.3390%2Fsu132212882&partnerID=40&md5=8e998be2f2a403ef5a605ed173a0498e","MDPI","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85119909853"
"Mustapa, M.A.C.; Batcha, M.F.N.; Amin, L.; Arham, A.F.; Mahadi, Z.; Yusoff, N.A.M.; Yaacob, M.; Omar, N.A.; Hussain, W.H.W.","Mustapa, Muhammad Adzran Che (57214667429); Batcha, Mohamed Faizal Noor (14625031800); Amin, Latifah (26532483500); Arham, Ahmad Firdhaus (57204961327); Mahadi, Zurina (37062332200); Yusoff, Noor Ashikin Mohamed (57222509552); Yaacob, Mashitoh (42062510700); Omar, Nor Asiah (36640843500); Hussain, Wan Mohd Hirwani (54941032700)","57214667429; 14625031800; 26532483500; 57204961327; 37062332200; 57222509552; 42062510700; 36640843500; 54941032700","Farmers' attitudes towards GM crops and their predictors","2021","Journal of the Science of Food and Agriculture","101","13","","5457","5468","14","10.1002/jsfa.11194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102932843&doi=10.1002%2Fjsfa.11194&partnerID=40&md5=cd1a493406d2c45128252e3a690e0267","John Wiley and Sons Ltd","Article","Final","","Scopus","2-s2.0-85102932843"
